states: TEMP[$r101],states: TEMP[$r102],states: TEMP[$r103],states: TEMP[$r104],states: TEMP[$r105],states: TEMP[$r106],states: TEMP[$r107],states: TEMP[$r108],states: TEMP[$r109],states: TEMP[$r110],states: TEMP[$r111],states: TEMP[$r112],states: TEMP[$r201],states: TEMP[$r202],states: TEMP[$r203],states: TEMP[$r204],states: TEMP[$r205],states: TEMP[$r206],states: TEMP[$r207],states: TEMP[$r208],states: TEMP[$r209],states: TEMP[$r210],states: TEMP[$r211],states: TEMP[$r212],states: TEMP[$r301],states: TEMP[$r302],states: TEMP[$r303],states: TEMP[$r304],states: TEMP[$r305],states: TEMP[$r306],states: TEMP[$r307],states: TEMP[$r308],states: TEMP[$r309],states: TEMP[$r310],states: TEMP[$r311],states: TEMP[$r312],states: TEMP[$r401],states: TEMP[$r402],states: TEMP[$r403],states: TEMP[$r404],states: TEMP[$r405],states: TEMP[$r406],states: TEMP[$r407],states: TEMP[$r408],states: TEMP[$r409],states: TEMP[$r410],states: TEMP[$r411],states: TEMP[$r412],states: TEMP[$r501],states: TEMP[$r502],states: TEMP[$r503],states: TEMP[$r504],states: TEMP[$r505],states: TEMP[$r506],states: TEMP[$r507],states: TEMP[$r508],states: TEMP[$r509],states: TEMP[$r510],states: TEMP[$r511],states: TEMP[$r512]
21.326521927675458,21.32670973572076,21.334411934311333,21.594656722061053,21.61028631283835,21.333628629946862,21.5582061284765,21.608396221303813,21.567684375406703,21.334411934315646,21.59465672206117,21.61028631283835,21.32670978627343,21.32671319184287,21.334411984338892,21.594656722671644,21.610286312844277,21.333628629946862,21.5582061284765,21.608396221303813,21.567684375406703,21.334411985467963,21.59465672268968,21.610286312844487,21.32671324296204,21.32671329184694,21.33441198601203,21.594656722691607,21.610286312844423,21.333628629946862,21.5582061284765,21.608396221303813,21.567684375406703,21.334411986043126,21.594656723864247,21.61028631287045,21.326713292975455,21.326713293519386,21.334411986039033,21.594656722691866,21.610286312844426,21.333628629946862,21.5582061284765,21.608396221303813,21.567684375406703,21.334411987157026,21.594656821184227,21.610286315225185,21.326713293539946,21.326713293537413,21.334411986039274,21.59465672269187,21.610286312844426,21.333628629946862,21.5582061284765,21.608396221303813,21.567684375406703,21.3346071469635,21.594661579161727,21.610286413794025
21.32070795359364,21.320883741981376,21.32755040262721,21.56631793027082,21.577162176229844,21.3268376565985,21.534151692942096,21.575309431216613,21.541328121554113,21.327550402635254,21.56631793027113,21.577162176229848,21.32088380500984,21.32088746273345,21.327550464879344,21.566317931133604,21.57716217623971,21.3268376565985,21.534151692942096,21.575309431216613,21.541328121554113,21.327550466553596,21.56631793116845,21.577162176240314,21.320887526602718,21.320887587168123,21.3275504673524,21.566317931169174,21.577162176240076,21.3268376565985,21.534151692942096,21.575309431216613,21.541328121554113,21.327550467412227,21.566317932853877,21.577162176293307,21.32088758884144,21.320887589640034,21.327550467402812,21.56631793116983,21.577162176240083,21.3268376565985,21.534151692942096,21.575309431216613,21.541328121554113,21.32755046906091,21.56631803383357,21.577162179682013,21.3208875896814,21.320887589673717,21.327550467403434,21.566317931169838,21.577162176240083,21.3268376565985,21.534151692942096,21.575309431216613,21.541328121554113,21.327734199490177,21.56632254472376,21.577162282434614
21.317779182125097,21.31793750808624,21.323859414980536,21.551594718338293,21.559763386968648,21.323218607291782,21.521683224477602,21.55805817928328,21.527531327836506,21.32385941499323,21.551594718338933,21.55976338696866,21.317937579967236,21.31794121302595,21.323859485838792,21.551594719460418,21.55976338698331,21.323218607291782,21.521683224477602,21.55805817928328,21.527531327836506,21.323859488049884,21.551594719515325,21.559763386984606,21.317941286018332,21.31794135465879,21.323859489094968,21.55159471951541,21.559763386984006,21.323218607291782,21.521683224477602,21.55805817928328,21.527531327836506,21.323859489189445,21.5515947214925,21.559763387068458,21.31794135686862,21.317941357913437,21.323859489174286,21.551594719516704,21.55976338698402,21.323218607291782,21.521683224477602,21.55805817928328,21.527531327836506,21.323859491139782,21.551594821306207,21.55976339105137,21.31794135797979,21.31794135796651,21.323859489175526,21.55159471951672,21.55976338698402,21.323218607291782,21.521683224477602,21.55805817928328,21.527531327836506,21.324025751319706,21.55159907700507,21.559763492901997
21.316304207297595,21.3164458484368,21.321882973705897,21.543957741276653,21.550648445162878,21.321294873512052,21.51522791563323,21.549085532113534,21.520325192036154,21.321882973723632,21.543957741277737,21.550648445162906,21.3164459242866,21.316449347540843,21.32188304832858,21.543957742620517,21.55064844518284,21.321294873512052,21.51522791563323,21.549085532113534,21.520325192036154,21.32188305099037,21.543957742694452,21.55064844518506,21.316449424729726,21.31644949669281,21.321883052236945,21.543957742696655,21.550648445183974,21.321294873512052,21.51522791563323,21.549085532113534,21.520325192036154,21.321883052366065,21.543957744803684,21.550648445294147,21.3164494993531,21.316449500599397,21.321883052347307,21.5439577426988,21.550648445184002,21.321294873512052,21.51522791563323,21.549085532113534,21.520325192036154,21.32188305445102,21.543957841097313,21.55064844954276,21.31644950068986,21.31644950067333,21.32188305234938,21.543957742698836,21.550648445184002,21.321294873512052,21.51522791563323,21.549085532113534,21.520325192036154,21.322032212988347,21.543961772585998,21.550648547967352
21.315561371077134,21.315689659870152,21.32082869893492,21.539998983777846,21.545880220647422,21.320274525162795,21.511887123011334,21.544424629757373,21.516566274304516,21.320828698957406,21.53999898377942,21.545880220647476,21.315689735240518,21.315692875020225,21.320828772946154,21.53999898527056,21.5458802206725,21.320274525162795,21.511887123011334,21.544424629757373,21.516566274304516,21.320828775907728,21.5399989853602,21.545880220675684,21.315692951881786,21.315693022943787,21.320828777281818,21.539998985366747,21.54588022067415,21.320274525162795,21.511887123011334,21.544424629757373,21.516566274304516,21.320828777441243,21.53999898749762,21.545880220801706,21.315693025903688,21.315693027277547,21.320828777421234,21.539998985369895,21.5458802206742,21.320274525162795,21.511887123011334,21.544424629757373,21.516566274304516,21.320828779553302,21.539999078388828,21.54588022510021,21.315693027388296,21.315693027371008,21.32082877742428,21.53999898536996,21.545880220674203,21.320274525162795,21.511887123011334,21.544424629757373,21.516566274304516,21.32096399288813,21.540002658548353,21.54588031811595
21.315187188085464,21.315305815957448,21.320268162439856,21.537947218132327,21.54338793609782,21.319734352326492,21.51015818370153,21.54200505446092,21.51460707865138,21.320268162466128,21.537947218134374,21.5433879360979,21.315305887875006,21.31530874920941,21.320268232946816,21.53794721968937,21.5433879361271,21.319734352326492,21.51015818370153,21.54200505446092,21.51460707865138,21.32026823603705,21.537947219790208,21.54338793613113,21.315308822684276,21.315308890122814,21.32026823745767,21.53794721980171,21.54338793612929,21.319734352326492,21.51015818370153,21.54200505446092,21.51460707865138,21.320268237639862,21.537947221883165,21.543387936266388,21.315308893211263,21.315308894631766,21.320268237620123,21.537947219805893,21.543387936129367,21.319734352326492,21.51015818370153,21.54200505446092,21.51460707865138,21.320268239705133,21.537947306177635,21.543387940465674,21.315308894757205,21.31530889474071,21.320268237624166,21.537947219805993,21.54338793612937,21.319734352326492,21.51015818370153,21.54200505446092,21.51460707865138,21.32039319315371,21.53795055876612,21.54338802681348
21.31499864762762,21.315110729230216,21.31997096874189,21.53688372947662,21.542085906742816,21.319448856687444,21.509263257183623,21.54074940276218,21.513586453552026,21.319970968770576,21.53688372947907,21.542085906742926,21.315110796323697,21.315113423417458,21.319971034440876,21.536883731024712,21.54208590677489,21.319448856687444,21.509263257183623,21.54074940276218,21.513586453552026,21.319971037512715,21.536883731131816,21.542085906779572,21.31511349206019,21.315113554716515,21.319971038912822,21.536883731147505,21.542085906777572,21.319448856687444,21.509263257183623,21.54074940276218,21.513586453552026,21.31997103910858,21.53688373313005,21.542085906917766,21.315113557786514,21.315113559186653,21.31997103908983,21.536883731152635,21.542085906777686,21.319448856687444,21.509263257183623,21.54074940276218,21.513586453552026,21.319971041077032,21.5368838105331,21.54208591091724,21.315113559320437,21.31511355930538,21.319971039094764,21.536883731152777,21.54208590677769,21.319448856687444,21.509263257183623,21.54074940276218,21.513586453552026,21.320088932708845,21.53688678922253,21.54208599026071
21.314903611794673,21.31501145791584,21.319813776898425,21.536332384717724,21.54140591504907,21.31929818497516,21.508799910196455,21.54009787369135,21.513054964623205,21.31981377692809,21.536332384720467,21.541405915049204,21.31501152002854,21.315013968018082,21.31981383767681,21.53633238620696,21.541405915082414,21.31929818497516,21.508799910196455,21.54009787369135,21.513054964623205,21.31981384063073,21.536332386315735,21.54140591508752,21.315014031621537,21.315014089479874,21.319813841967264,21.536332386334227,21.541405915085488,21.31929818497516,21.508799910196455,21.54009787369135,21.513054964623205,21.3198138421676,21.536332388190136,21.541405915223837,21.315014092431948,21.315014093768667,21.319813842150072,21.536332386340092,21.541405915085633,21.31929818497516,21.508799910196455,21.54009787369135,21.513054964623205,21.319813844011023,21.53633245917359,21.541405918967214,21.315014093904814,21.315014093891307,21.319813842155693,21.536332386340273,21.541405915085637,21.31929818497516,21.508799910196455,21.54009787369135,21.513054964623205,21.31992709758855,21.5363352261983,21.541405991756648
21.31485568734876,21.314960885523156,21.31973080793014,21.536046481251063,21.541050865923797,21.319218770658377,21.50855994539424,21.539759831120044,21.51277827054616,21.319730807959598,21.536046481253983,21.541050865923953,21.314960943206128,21.314963262980704,21.319730864359503,21.536046482656243,21.5410508659571,21.319218770658377,21.50855994539424,21.539759831120044,21.51277827054616,21.319730867145605,21.536046482763044,21.54105086596241,21.31496332207043,21.314963375749674,21.319730868399198,21.536046482782925,21.541050865960433,21.319218770658377,21.50855994539424,21.539759831120044,21.51277827054616,21.31973086859683,21.53604648450383,21.541050866093506,21.314963378533978,21.314963379787883,21.319730868580557,21.53604648278926,21.541050865960607,21.319218770658377,21.50855994539424,21.539759831120044,21.51277827054616,21.31973087030648,21.536046550001956,21.54105086956376,21.314963379921647,21.314963379909567,21.319730868586603,21.53604648278948,21.54105086596061,21.319218770658377,21.50855994539424,21.539759831120044,21.51277827054616,21.31984118188235,21.536049162797067,21.54105093672964
21.314831508634242,21.314935094601505,21.319687094521534,21.535898185923113,21.54086551315818,21.31917696263596,21.508435634118324,21.53958444224503,21.512634256006173,21.319687094549977,21.535898185926094,21.540865513158355,21.314935148697725,21.31493738103773,21.319687147447443,21.53589818723862,21.540865513190514,21.31917696263596,21.508435634118324,21.53958444224503,21.512634256006173,21.31968715005496,21.535898187341036,21.540865513195843,21.314937436450936,21.314937486805423,21.319687151224034,21.535898187361227,21.540865513193967,21.31917696263596,21.508435634118324,21.53958444224503,21.512634256006173,21.31968715141409,21.53589818895351,21.540865513319755,21.314937489411225,21.314937490580697,21.31968715139904,21.53589818736776,21.540865513194163,21.31917696263596,21.508435634118324,21.53958444224503,21.512634256006173,21.319687152996117,21.53589825006688,21.540865516529774,21.314937490708957,21.31493749069813,21.319687151405255,21.53589818736801,21.540865513194166,21.31917696263596,21.508435634118324,21.53958444224503,21.512634256006173,21.319795647862954,21.535900755458133,21.54086557918219
