13.56992,13.54583,13.57757,13.47171,13.45810,13.54661,13.48229,13.46758,13.50421,13.65936,13.58057,13.50351,13.60460,13.59603,13.58011,13.49985,13.46033,13.60934,13.50129,13.46358,13.49884,13.62846,13.57456,13.52772,13.63671,13.61881,13.60193,13.54943,13.50441,13.62442,13.55113,13.48240,13.52951,13.65643,13.56538,13.51528,13.65709,13.62483,13.61400,13.57444,13.53833,13.65167,13.61318,13.56192,13.60182,13.65654,13.55380,13.49742,13.68179,13.62596,13.65288,13.59770,13.58041,13.65229,13.62965,13.58581,13.62351,13.66668,13.55335,13.48925
16.60510,16.56175,16.62333,16.48412,16.46152,16.56801,16.49128,16.47920,16.53210,16.76740,16.67715,16.54271,16.66727,16.65077,16.62666,16.53359,16.46528,16.67988,16.52468,16.47197,16.52240,16.71395,16.66656,16.58571,16.72398,16.69096,16.66432,16.62094,16.54384,16.70468,16.61122,16.50409,16.57519,16.76303,16.65020,16.56388,16.75966,16.70152,16.68567,16.66511,16.60380,16.75249,16.72023,16.64431,16.70196,16.76274,16.62937,16.53214,16.80229,16.70302,16.75546,16.70622,16.67766,16.75410,16.74965,16.68674,16.74065,16.78109,16.62901,16.51823
19.19656,19.13811,19.21451,19.09294,18.95295,19.15217,19.09857,19.10118,19.15559,19.41686,19.31865,19.18562,19.27995,19.25669,19.22950,19.17013,19.08179,19.30198,19.14275,19.09144,19.14036,19.34726,19.34759,19.22778,19.35516,19.30983,19.27839,19.28031,19.17669,19.33255,19.25597,19.13275,19.21101,19.41208,19.29316,19.19702,19.40208,19.32383,19.27603,19.33454,19.19864,19.39568,19.39973,19.30822,19.37790,19.38314,19.19814,19.11797,19.45754,19.32505,19.37530,19.39874,19.30572,19.39827,19.43457,19.36738,19.41985,19.43596,19.22496,19.13586
21.31476,21.25634,21.28477,21.01895,20.82552,21.30449,21.02052,21.04660,21.10540,21.57933,21.48866,21.27262,21.37394,21.40391,21.31824,21.23469,21.19575,21.39583,21.27808,21.21119,21.28856,21.52075,21.37290,21.32430,21.49670,21.45144,21.38237,21.40744,21.24596,21.40668,21.46226,21.17373,21.33111,21.59464,21.35783,21.13123,21.49442,21.49205,21.33907,21.50344,21.31595,21.57351,21.58678,21.49918,21.57593,21.48789,21.32694,21.27854,21.58627,21.46776,21.47304,21.45140,21.41339,21.51616,21.63149,21.49933,21.59071,21.61562,21.37626,21.13956
21.44394,21.51079,21.44525,21.05882,20.89988,21.53855,21.10597,21.12256,21.16978,21.90040,21.64622,21.40950,21.53218,21.57928,21.45720,21.28868,21.27257,21.61719,21.35737,21.26654,21.32076,21.79393,21.49264,21.44079,21.71263,21.61988,21.57218,21.48598,21.28291,21.63390,21.55632,21.28918,21.41717,21.84416,21.44853,21.20767,21.72906,21.62734,21.72462,21.58088,21.39784,21.70628,21.70913,21.62389,21.69624,21.82827,21.47626,21.33654,21.74010,21.80937,21.81437,21.56770,21.53173,21.83662,21.76000,21.60367,21.70432,21.87902,21.47661,21.19279
21.44919,21.60353,21.43876,21.08747,20.96256,21.61170,21.15248,21.16644,21.20535,22.03507,21.72072,21.49587,21.55674,21.57064,21.52645,21.30107,21.32046,21.65676,21.38991,21.30008,21.34129,21.88173,21.57958,21.50263,21.68457,21.59024,21.67187,21.52502,21.31026,21.68189,21.62012,21.37399,21.47969,21.94054,21.51114,21.25805,21.71271,21.58285,21.82439,21.64697,21.45434,21.77682,21.77573,21.68597,21.77078,21.92915,21.53869,21.36743,21.77111,21.88026,21.86430,21.66111,21.61883,21.97754,21.82378,21.68948,21.77198,21.92794,21.52860,21.22066
21.45736,21.63428,21.42096,21.10262,21.01339,21.62800,21.18506,21.19743,21.22752,22.10840,21.77932,21.56684,21.57901,21.54376,21.56602,21.31219,21.36044,21.65036,21.41018,21.32063,21.34952,21.95573,21.64915,21.54887,21.64541,21.56352,21.72266,21.56291,21.33589,21.70490,21.67188,21.43464,21.52882,22.02107,21.57145,21.30536,21.69427,21.53936,21.88346,21.71172,21.50824,21.83281,21.82411,21.74746,21.83405,21.97441,21.59871,21.39574,21.80386,21.90590,21.88461,21.75072,21.70377,22.05210,21.88534,21.77208,21.83819,21.97526,21.57817,21.24546
21.46684,21.61912,21.41011,21.11539,21.05203,21.62027,21.20382,21.21486,21.23675,22.16274,21.82850,21.62206,21.59736,21.52637,21.59987,21.32142,21.39591,21.61244,21.41703,21.32836,21.34900,22.01384,21.70131,21.57935,21.60330,21.54006,21.76318,21.59887,21.35949,21.70191,21.71064,21.48267,21.56498,22.08364,21.62961,21.34927,21.67358,21.49531,21.92243,21.77456,21.56004,21.87213,21.86943,21.80747,21.88522,22.01187,21.65625,21.42133,21.83661,21.90886,21.90767,21.83724,21.78638,22.06854,21.94299,21.85201,21.90259,22.01866,21.62527,21.26697
21.47548,21.60847,21.40383,21.12552,21.07830,21.58495,21.20766,21.22307,21.23642,22.21045,21.86723,21.66845,21.61056,21.51214,21.62645,21.32960,21.42625,21.57240,21.40942,21.32663,21.33879,22.06848,21.74733,21.60509,21.57030,21.51877,21.79339,21.63265,21.38072,21.68635,21.74216,21.51742,21.58771,22.13425,21.68517,21.38946,21.64933,21.44765,21.96374,21.83505,21.60953,21.89296,21.91325,21.86584,21.93632,22.04447,21.71089,21.44422,21.86773,21.91333,21.93189,21.92057,21.86641,22.07868,21.99650,21.92907,21.96492,22.05743,21.66976,21.28513
21.48171,21.59917,21.40043,21.13265,21.10231,21.53752,21.19544,21.22121,21.22563,22.25198,21.90392,21.70566,21.62007,21.49511,21.64812,21.33629,21.45140,21.53902,21.39990,21.32647,21.33071,22.11803,21.79106,21.62922,21.54491,21.51187,21.82786,21.66698,21.40167,21.68442,21.76817,21.53805,21.60162,22.17250,21.73776,21.42637,21.62030,21.39412,22.00604,21.89306,21.65648,21.90524,21.95886,21.92230,21.98584,22.06771,21.76242,21.46413,21.89592,21.91665,21.95542,22.00059,21.94439,22.07851,22.04755,22.00309,22.02496,22.09794,21.71142,21.30014
