action: move[$x],action: move[$y],states: location[$x],states: location[$y]
0.5436702373439395,0.0,0.0,0.0
0.10238783465416895,0.0,0.5490575767772742,0.0
0.20880265509975438,0.21233906904047856,0.6524414170312021,0.0
0.4087122594132452,0.6264173574366322,0.8632622027479826,0.21444318024852996
0.4788558466867327,0.5042710577923224,1.2758530338656002,0.8470373775988873
0.6472307472304394,0.7447443731452996,1.7589399594429538,1.356102048532133
-0.8914182554661279,-0.9869570386771638,2.410664787954917,2.10727599896602
-0.9300596059812292,0.39899981035769816,1.5203232114029137,1.1164945530023043
0.544818296773349,0.6797838223300279,0.5827279075771264,1.5191465698695552
0.41762585717211365,0.0,1.1328357429516287,2.2044412893641177
0.15423250168187203,0.7030636302323217,1.554272557411644,2.2044412893641177
0.8339249089991019,0.2025979851192441,1.70973416816568,2.909308996278581
0.5588688412834271,0.0,2.54968803701769,3.1078357776206706
0.36253400129239033,1.0,3.1058888775015383,3.1078357776206706
0.935264411608578,-0.224474321951589,3.455999006299515,4.073397365049736
0.002459940167802266,0.09845751803695157,4.319051871300261,3.907509494574896
-0.640022472132272,-0.32438289684533417,4.3205330884377995,3.9870420342147304
0.011222398944675804,0.5574524866026209,3.9357690362174527,3.735002138553028
-0.05192520125116473,-0.9388745092908586,3.94471640588152,4.215769299418806
0.5467411553937267,-0.7415001687871956,3.9034954790516396,3.591297277731996
0.4944063684733977,0.4423714638107009,4.3459402495948005,2.926009732266417
0.7534835755150706,-0.2486013692443092,4.634869660417602,3.359046590212394
0.3966315693931945,0.2033735999647711,4.905916500775867,3.125956521666048
0.3602566013094469,0.40002183594674356,4.9470895860359265,3.3220003923596293
0.3007478719982535,-0.9186256487421061,4.969735710383935,3.6990615665158004
-0.09272538118148144,0.0,4.981842331922226,2.8980525679563343
1.0,0.5545067136252233,4.979231586428713,2.8980525679563343
0.43851443017089103,0.5030783228627148,5.009997014522563,3.4417825034891396
1.0,0.0,5.018765847916283,3.907195960780754
0.7968092704173472,-0.11754348707495854,5.047529493300952,3.907195960780754
0.5088760773204976,0.24845658557141748,5.093341034394514,3.8122326607142694
-0.570411057083722,0.7324477240138465,5.145791347817952,4.020907657024647
-0.6461632916591888,0.6374267727770648,5.0575104726655145,4.579525554218929
-0.7043744794775944,0.6846026011561617,5.01392859890773,4.8391686345792335
0.01630593905516231,0.6867172395947828,4.9970745389188345,4.95518059567619
-0.764594876916671,-0.8854133209985737,4.9972853005634,4.992805433329815
0.0,-0.027093747314450467,4.987563711611512,4.977581244859343
0.10737068959460161,-0.180998385831308,4.987563711611512,4.976703001040079
0.5766113574543467,0.3109401067475804,4.9899726425326225,4.970677060684731
0.671407087634962,0.4155116351763722,5.001520450530336,4.9829015272993615
0.9167216174750465,0.0,5.009255361882502,4.994160565719877
