states: location[$x],states: location[$y]
0.11283487973935426,0.3357078954902685
0.971258686977033,1.237511824113286
0.971258686977033,1.990787947781985
0.971258686977033,1.990787947781985
1.3183844300015186,1.0365497790436606
1.9890072030060795,1.0365497790436606
1.4161479773360326,1.3947482683903352
1.8071063858098422,1.8630513627895078
1.6216355901829915,2.1290140117489593
2.1829928444672846,1.462697412748551
2.1829928444672846,1.8016264665610282
2.9643730792418586,2.028761800061056
0.0,0.0
0.7672800821567454,0.0
0.8796765798977836,0.30084742047070256
1.5092446261413004,1.0863594043623266
1.8606364449704567,0.729567367036063
1.623867885727482,1.738761258607326
2.1300816287262743,2.3031870139974466
2.8072134888833897,2.59091853504965
3.4864065655716745,3.5523000656579367
3.56949536993362,4.104970493485481
3.7678815827657437,4.509503662284525
4.0787939969409095,4.716759749719261
0.8494497504078793,0.0
1.062489625257043,0.1728575146588057
1.615130518214365,0.8567466974954729
1.615130518214365,1.5426233629061974
2.1913599449130143,0.682014812339152
2.6934664164338393,0.7020313893781858
3.2301182382821874,1.139383499295755
3.4528754332438183,2.009086062788728
3.665498502206299,2.7859775439696564
3.7867279322315692,3.2116377202773805
3.7867279322315692,2.6749276080461613
3.7275403003427234,2.6749276080461613
0.0,0.7176899718229064
0.6043353810659454,0.7176899718229064
0.5935028037314098,1.6431161391621596
1.1212458239708427,2.5889482509084845
1.2596903864539293,2.3016663771944366
1.307766191875018,3.0706183908819726
1.0220937053137245,3.483073693449642
1.855119598018199,4.31742010920413
2.228111741814864,5.266661443659385
2.964763535519196,5.266661443659385
2.964763535519196,5.610100542708956
3.6459902120891714,6.000019510762586
0.852113778277536,0.7805218198197772
1.3989995389901169,1.0782263763226947
1.8998453495695218,1.9394619326260265
2.4864744304705706,2.205961609345319
3.0219345976377325,2.3670636851260993
2.5341236140077044,2.8128048999539876
3.386451819030801,3.4384575326197515
3.386451819030801,3.4384575326197515
3.8515737140748025,3.608127019638821
4.130888431531673,3.7382378075981646
4.140943222988208,3.8233892558462936
4.3635532000170905,3.8472369572198133
0.8189505749200633,0.45381011854660713
0.8189505749200633,0.7329048211354392
0.7602050853122826,0.7329048211354392
1.7700034735828563,0.7329048211354392
1.0599386548442795,1.3994523078659498
1.5161221764417614,1.8453778224527602
1.839312516121511,2.2539984555828703
2.5856399886243175,2.518691932372116
3.4876104787051014,3.282702113048683
3.4876104787051014,3.282702113048683
3.8510427873545123,2.938109044348982
4.401026384944553,3.566501307872915
0.63893300566718,0.42781478241015747
1.6488231729035547,0.0
2.280603371600452,0.6977321171748411
3.0836395941429515,0.7878629845106037
3.793053986893311,0.672318598749109
4.195875203417789,1.2263299780978896
4.378282497069283,1.907232406716864
4.378282497069283,1.907232406716864
5.023660975841951,2.328183761834016
5.190042860562208,2.274601922955638
5.192136556939671,2.4886973155612764
5.192136556939671,3.055802583570234
0.4129177608875653,0.0
0.09183409484992389,0.6232541133026046
0.33723630342117106,1.578434462978056
0.8577597275991203,2.375935781575314
0.8577597275991203,2.2534538938936457
0.9584972844690374,2.0204163174914807
0.9584972844690374,2.803581070352254
1.6213911163762962,3.5139159939825415
2.1002354645899555,3.5139159939825415
2.7073307481921582,3.768950538731703
2.966345389618639,3.768950538731703
2.966345389618639,4.428681034520288
0.0,0.28885473863975303
0.2920347659502303,0.9936086628751888
1.2206764431305561,1.024234885741424
1.3155143378390501,1.4566816551473791
1.5832192272906402,1.8595554111599384
2.041212225642662,2.8664204828207485
2.235360229735611,2.9723462598125945
3.0032581991230076,3.8463514691150933
2.5331069665247155,4.205094407338751
1.7119145809310354,4.563248357774063
2.5197946387382695,5.051997635723119
2.7783228858326434,4.197003472722944
0.0,0.0
0.0,0.8239631458880824
0.5489430996826471,1.0300197382393692
0.5470182225669079,1.283321538019721
0.7827263100375135,1.995071334952355
0.8794147797295762,2.1000413292551943
1.6462457880724748,1.7303955528664523
1.7748252123714623,2.3241649075605806
2.765777420894066,2.4987529417282497
3.424680915189762,3.219749661000561
3.839094720109956,3.219749661000561
4.052101176926791,2.716796229239103
0.28269001714893555,0.3213280123011043
0.6089690172512539,1.0221900706946667
1.2947647280279013,2.0319495759274058
1.0210179076533603,2.716175018120504
1.532797854946104,3.506399625803759
2.2501172729097503,4.139269539044931
2.9301060309797133,4.139269539044931
3.148518878232512,4.606003385360026
3.8095131706962855,4.639640834292284
3.774617297758715,4.988021877714036
3.173740862776975,5.476999839574527
2.948750629605746,6.27958761816892
0.19059775247231753,0.7827266903780011
0.7979073109887562,1.32000516857827
1.0380726153463105,1.5805931400343032
1.0740207828848787,2.221760638707687
0.5070299986492767,3.159271330229105
1.1031132602954892,3.5354536551604006
2.004757931224302,4.224401219922633
2.3358922536021725,4.409906314508188
3.2830103153604933,4.560881155828865
4.0142906893668435,4.560881155828865
4.024413853301829,4.68146365687363
4.350875245422242,5.163275290268671
0.701243718936451,0.0
0.7444429732568669,0.0
1.427557131926514,0.796581689171549
2.2340812266053542,0.796581689171549
3.05711017392911,1.7473847498138952
3.57455923457253,2.089493502037625
3.57455923457253,2.5364531258959593
3.6086487944180465,2.7754492343357495
4.217232725144758,3.3081331369046874
4.796472650075922,3.588248512061505
4.783054408000543,3.4012194842519454
4.4388312518355155,3.6371016684742408
0.15205242592019783,0.5885931998700046
0.367584906078529,1.5393469576227385
0.0,2.1299359748467666
0.139688856148886,1.9038987951863577
0.5145085219583314,2.485062242031944
1.2217239300771743,2.9111836897373253
1.827146828619457,3.1653970024742053
2.5765244669429106,3.6439299779317706
3.226685994725348,3.4453282182713454
2.623441104013844,2.739234668433186
3.58673205079943,3.7025256152187724
3.303820159027125,4.143474090125244
0.38665622063175437,0.0
1.1454433640523147,0.617334493837102
1.989340284405204,0.7960844374161953
2.7779270791384505,0.7960844374161953
3.0679447575655505,0.8821830457494891
3.6756485126679386,0.8821830457494891
4.074471363861127,0.8821830457494891
4.829422431634997,0.7253155251771866
4.829422431634997,0.4319491299721709
5.427283361222183,0.4319491299721709
5.972841160739797,1.3948364672951954
6.26114331613443,1.2272083173479353
0.0,0.34025848504330203
0.49023680285857074,1.0543538074100731
1.0404565648177293,1.0086797492400814
1.0484174893710985,1.3136741490874135
0.8437499938939826,2.018044384019113
1.4374792987581153,2.2391237290754114
0.6931212545487145,3.0679150081110773
0.8382153038018327,3.7827806218503257
0.8382153038018327,3.6655629251195396
1.6740443030128707,4.564314299923264
2.3549640442836832,4.712928794910579
2.592481302924241,5.482028357542922
0.6509636662715074,0.0
1.1772514536571126,0.20865275298222988
1.1772514536571126,0.0
0.8901209763875793,0.5366200840286472
1.375535830888233,0.7871248512434879
0.5772871271870909,1.269131067513465
0.7021175297767173,2.2469685435070996
1.2822522303062653,2.2469685435070996
2.108709738281105,3.2538691949074607
2.108709738281105,3.6066498404235596
2.5322884874421963,4.1238418477208825
3.2050919157883477,4.7605446125648365
0.0,0.5281462196498056
0.0,0.5281462196498056
0.0,1.2271519939848896
0.13499369144031362,1.5174306361618854
0.0,1.8175544159362655
0.3869074417530196,2.725914459235966
0.0,3.6058361878611134
0.8155073309027946,4.011083898056941
1.5430435907118565,4.255714707616586
2.5388424655137207,4.271576158441713
2.8918421054166736,4.2392553866150156
3.670362151786205,4.69348226875027
0.9463233498434424,0.6496832987599793
0.08729559932285669,0.6496832987599793
0.8317322918781962,1.0373733148296704
1.2049817872617878,1.9417985907187467
1.6947136672398677,1.6277296690545937
1.5139794079318696,2.250637670826131
1.53775308642023,3.1819800105375835
1.5732458554252187,3.298769595297114
2.2378199156900838,2.3846825288630744
2.7003306843801,2.946981394912291
3.1711356307100758,3.685677304102115
3.1711356307100758,4.287861627635491
0.42332456921070677,0.6313229831892898
0.580151200178464,0.6574941254410798
0.884150900899954,0.19343709126462322
0.884150900899954,1.162373309577294
1.8937139747509226,1.162373309577294
1.8937139747509226,2.0408077199526127
2.2630187859503814,1.8763610935225006
2.614081844612903,2.4128687941550515
3.3141554403700453,1.5054188361950047
3.78090099509182,0.8804784353245281
3.576994026391328,0.8788180274958125
2.7115673212570064,1.4199081798583302
0.43619637694736524,0.38322807067891185
1.4461186287589833,0.7312986359177036
2.323108315223906,0.7323344473862979
2.711959256907942,1.0916224306029954
3.3248810343208954,1.8337892769962467
2.3471181626902533,2.214657781175819
2.540978614736361,2.7110994372864785
2.540978614736361,3.0294582471503575
2.873949706912899,2.475865233142632
3.680299348779819,1.6918397591229941
4.114588495746114,2.1223703026685907
4.529858028926306,3.0869621952418482
1.0099755913632422,0.2535835377649246
1.8484070334187936,0.5258251017024252
1.7954936069436769,0.623714401335486
0.9572122415803467,0.9888114569183438
1.6365655327862803,0.6403875328763362
2.2673624323631465,0.6403875328763362
2.362105919676658,1.6493464978450845
2.879510957817507,1.6493464978450845
3.848733708984911,1.6493464978450845
4.158620364121952,1.8720891260072756
4.158620364121952,2.447840138220502
4.856252587430289,3.3733000795743777
