Initial,3467467.8
0,2253039.8
1,1413770.2
2,1072946.1
3,830605.5
4,678888.0
5,599621.19
6,548120.81
7,506690.31
8,470797.31
9,442121.53
10,419177.19
11,400244.47
12,386700.0
13,371565.19
14,362458.62
15,345305.12
16,325367.47
17,317435.28
18,305522.38
19,295985.91
20,287969.19
21,278841.09
22,272788.0
23,268021.31
24,270634.97
25,262360.41
26,256379.64
27,249116.84
28,250233.48
29,249458.44
30,246779.41
31,242087.92
32,238240.31
33,239560.95
34,234537.22
35,233920.69
36,231413.45
37,229247.77
38,227387.98
39,227204.34
40,224451.77
41,224102.05
42,221439.42
43,220620.98
44,220349.23
45,219818.44
46,216995.56
47,217099.59
48,216736.8
49,216025.59
50,214671.23
51,213741.31
52,214729.22
53,212678.95
54,212173.12
55,211339.42
56,212100.02
57,210107.92
58,210044.88
59,209144.91
60,209321.66
61,209233.52
62,208511.98
63,207981.09
64,207781.44
65,208022.12
66,206642.05
67,206191.98
68,206397.69
69,206703.41
70,205587.86
71,205596.0
72,205304.56
73,205401.44
74,205022.2
75,204095.16
76,204559.42
77,204126.84
78,204119.69
79,202991.38
80,203993.28
81,203218.12
82,203260.66
83,202208.64
84,203340.48
85,202358.31
86,202521.02
87,201806.41
88,202949.8
89,201722.2
90,201789.91
91,201239.58
92,202254.58
93,201185.0
94,201488.05
95,200994.59
96,201764.64
97,201362.23
98,200916.62
99,200670.88
100,200982.56
101,201569.69
102,200678.66
103,200434.31
104,200459.0
105,200520.05
106,200727.55
107,200419.36
108,200567.98
109,200235.05
110,200237.59
111,199374.2
112,200679.41
113,199765.0
114,200390.92
115,199254.09
116,200430.2
117,199265.59
118,199964.31
119,199172.28
120,199818.59
121,199401.88
122,199442.69
123,199053.05
124,199396.98
125,199416.42
126,199103.69
127,199107.16
128,199274.55
129,199288.7
130,198853.22
131,199049.34
132,199253.3
133,199297.58
134,198667.48
135,198890.66
136,199167.62
137,199277.8
138,198500.91
139,199037.91
140,198720.22
141,199124.92
142,198861.2
143,198772.66
144,198389.22
145,198747.77
146,199036.08
147,198329.08
148,198498.92
149,198502.31
150,198848.06
151,198426.84
152,198582.73
153,198108.38
154,198701.31
155,198430.92
156,198489.22
157,197900.45
158,198599.58
159,198303.7
160,198574.73
161,197712.02
162,198645.08
163,198253.56
164,198425.06
165,197601.3
166,198633.16
167,198204.28
168,198255.16
169,197782.72
170,198325.69
171,198019.95
172,198036.44
173,198093.77
174,198089.34
175,198158.28
176,197930.02
177,198127.66
178,197833.0
179,198256.66
180,197983.42
181,197927.16
182,198058.3
183,198317.38
184,197889.52
185,198011.55
186,198086.64
187,198025.59
188,197680.31
189,198227.91
190,197957.59
191,197867.0
192,197822.44
193,197961.88
194,197867.52
195,197800.23
196,197696.72
197,197728.95
198,197885.62
199,197643.77
200,197794.58
201,197534.27
202,197781.98
203,197626.3
204,197711.38
205,197548.2
206,197663.23
207,197636.84
208,197705.48
209,197471.44
210,197645.84
211,197314.14
212,197633.92
213,197521.12
214,197670.02
215,197354.14
216,197485.36
217,197572.88
218,197778.48
219,197511.38
220,197371.06
221,197574.34
222,197567.77
223,197602.23
224,197305.36
225,197618.62
226,197494.31
227,197695.72
228,197365.77
229,197494.95
230,197538.72
231,197723.3
232,197461.45
233,197253.48
234,197782.22
235,197614.14
236,197459.38
237,197226.95
238,197851.23
239,197482.12
240,197393.06
241,197381.94
242,197762.78
243,197413.41
244,197403.08
245,197405.38
246,197678.12
247,197440.5
248,197330.08
249,197427.84
250,197538.59
251,197355.0
252,197398.78
253,197445.78
254,197392.0
255,197138.84
256,197482.88
257,197368.2
258,197440.02
259,196928.36
260,197649.95
261,197278.38
262,197379.23
263,196934.64
264,197505.84
265,197296.23
266,197382.7
267,197006.88
268,197195.23
269,197318.7
270,197465.06
271,197101.8
272,197004.14
273,197362.08
274,197436.0
275,197215.5
276,196995.92
277,197244.16
278,197431.16
279,197271.72
280,196997.0
281,197110.31
282,197472.0
283,197394.86
284,197083.8
285,197078.38
286,197376.69
287,197459.91
288,197111.95
289,197111.19
290,197466.3
291,197404.16
292,197269.27
293,197202.73
294,197377.92
295,197352.08
296,197326.73
297,197222.77
298,197312.22
299,197216.52
300,197259.31
301,197016.31
302,197360.38
303,197175.31
304,197272.69
305,197104.52
306,197326.66
307,197007.8
308,197130.69
309,197143.31
310,197190.48
311,196995.58
312,197092.28
313,197145.02
314,197231.58
315,197036.84
316,197014.0
317,197134.41
318,197305.69
319,197057.52
320,196966.8
321,197106.59
322,197270.56
323,197127.86
324,196840.86
325,197031.02
326,197385.64
327,197166.84
328,196893.8
329,196972.72
330,197401.44
331,197093.56
332,196880.56
333,196916.64
334,197305.59
335,197126.06
336,196960.8
337,196928.38
338,197230.64
339,197212.94
340,197095.56
341,197010.05
342,197248.48
343,197131.16
344,197111.52
345,197041.72
346,197293.95
347,197247.86
348,197129.84
349,197003.45
350,197225.7
351,197205.72
352,197019.34
353,196923.95
354,197183.22
355,197112.88
356,197054.92
357,196857.7
358,197210.59
359,197080.92
360,197023.56
361,196831.31
362,197122.56
363,197102.62
364,196890.31
365,196861.16
366,197116.09
367,197130.92
368,196978.23
369,196892.27
370,197155.28
371,197067.48
372,196985.72
373,196847.58
374,197189.52
375,197064.48
376,196952.19
377,196875.23
378,197246.72
379,197068.59
380,196963.05
381,196989.56
382,197106.05
383,196932.41
384,197029.23
385,196986.59
386,197137.62
387,196966.34
388,196914.59
389,196965.38
390,197110.36
391,196982.27
392,196874.06
393,196940.52
394,197089.66
395,197001.28
396,196800.12
397,197021.73
398,197190.3
399,196967.05
400,196744.06
401,196976.36
402,197316.56
403,196992.98
404,196738.28
405,196996.14
406,197356.22
407,196935.12
408,196767.5
409,197042.88
410,197332.08
411,196814.95
412,196822.0
413,197085.92
414,197218.14
415,196824.14
416,196831.12
417,197048.27
418,197126.64
419,196910.56
420,196913.0
421,196992.59
422,197094.7
423,196924.27
424,196939.44
425,196904.58
426,197081.0
427,197010.34
428,196949.72
429,196828.94
430,197083.05
431,196925.48
432,196907.91
433,196839.88
434,197124.0
435,196959.69
436,196860.77
437,196833.64
438,197127.69
439,196902.27
440,196811.7
441,196831.23
442,197145.12
443,196895.91
444,196855.38
445,196914.0
446,197118.77
447,196993.58
448,196769.28
449,196942.45
450,197128.28
451,196930.69
452,196703.55
453,196962.55
454,197246.06
455,196809.31
456,196667.56
457,196993.12
458,197250.38
459,196840.34
460,196619.48
461,197035.91
462,197253.64
463,196738.72
464,196642.64
465,197058.77
466,197191.44
467,196701.36
468,196764.16
469,197073.09
470,197067.08
471,196709.88
472,196806.58
473,197001.84
474,197029.84
475,196840.0
476,196954.52
477,196883.16
478,197033.34
479,196908.19
480,196951.45
481,196833.16
482,196946.19
483,196908.31
484,196927.95
485,196828.92
486,197072.34
487,196926.77
488,196865.08
489,196870.81
490,197005.59
491,196823.56
492,196830.16
493,196806.0
494,197029.56
495,196790.41
496,196739.69
497,196896.56
498,196964.52
499,196748.16
500,196743.56
501,196968.19
502,197019.91
503,196635.0
504,196782.3
505,197001.66
506,197074.3
507,196668.88
508,196735.94
509,197004.0
510,197126.09
511,196693.23
512,196677.5
513,197002.77
514,197192.88
515,196733.98
516,196564.66
517,197037.2
518,197146.12
519,196747.45
520,196647.64
521,196972.59
522,197130.44
523,196740.09
524,196650.52
525,196923.72
526,197083.48
527,196810.64
528,196727.78
529,196896.19
530,197080.41
531,196804.81
532,196728.45
533,196813.92
534,197075.28
535,196890.44
536,196748.52
537,196758.48
538,197074.84
539,196898.48
540,196741.27
541,196753.44
542,197081.8
543,196861.72
544,196668.16
545,196740.27
546,197119.05
547,196800.12
548,196652.59
549,196767.59
550,197132.09
551,196769.2
552,196649.06
553,196823.36
554,197095.27
555,196767.64
556,196582.2
557,196871.36
558,197102.08
559,196717.23
560,196543.84
561,196920.98
562,197130.7
563,196715.5
564,196519.38
565,196952.95
566,197143.58
567,196788.88
568,196529.44
569,196957.16
570,197208.48
571,196791.56
572,196586.98
573,196953.23
574,197197.59
575,196751.84
576,196669.92
577,196885.23
578,197060.12
579,196713.86
580,196745.36
581,196875.56
582,196962.36
583,196714.28
584,196730.95
