0.04055,0.07440,0.09059,0.13294,0.08081,0.11939,0.11171,0.07830,0.06437,0.15386,0.00470,0.23002,0.00884,0.21252,0.00000,0.22973,0.00149,0.32575,0.06690,0.40963,0.06006,0.37663,0.10741,0.45406
0.09629,0.12975,0.19820,0.24031,0.23595,0.27506,0.30964,0.27814,0.29994,0.39337,0.27238,0.50430,0.30284,0.51632,0.28872,0.55751,0.30837,0.67170,0.38596,0.76775,0.38521,0.74084,0.43256,0.81827
0.14831,0.18064,0.30129,0.34109,0.38886,0.42445,0.51068,0.47448,0.54684,0.63445,0.56213,0.78726,0.63145,0.83738,0.65103,0.91176,0.69759,1.05284,0.79428,1.16800,0.80348,1.15105,0.85083,1.22847
0.19815,0.23010,0.40066,0.43969,0.53735,0.57173,0.70769,0.66982,0.79148,0.87696,0.85310,1.07561,0.96672,1.16962,1.02747,1.28479,1.10992,1.46178,1.23460,1.60493,1.25967,1.60384,1.30703,1.68127
0.24720,0.27902,0.49868,0.53743,0.68419,0.71814,0.90314,0.86467,1.03525,1.11993,1.14467,1.36620,1.30526,1.50698,1.41151,1.66748,1.53652,1.88702,1.69803,2.06700,1.74715,2.08996,1.79450,2.16739
0.29593,0.32771,0.59612,0.63477,0.83031,0.86409,1.09788,1.05918,1.27851,1.36290,1.43629,1.65745,1.64493,1.84621,1.79866,2.05411,1.96985,2.31984,2.17449,2.54294,2.25683,2.59912,2.30418,2.67655
0.34450,0.37626,0.69327,0.73188,0.97605,1.00977,1.29221,1.25342,1.52141,1.60569,1.72772,1.94875,1.98481,2.18592,2.18679,2.44204,2.40574,2.75553,2.65681,3.02506,2.77995,3.12204,2.82730,3.19947
0.39298,0.42473,0.79024,0.82884,1.12154,1.15524,1.48624,1.44743,1.76400,1.84824,2.01889,2.23986,2.32454,2.52559,2.57504,2.83022,2.84235,3.19206,3.14128,3.50946,3.30971,3.65174,3.35706,3.72917
0.44138,0.47313,0.88708,0.92567,1.26683,1.30053,1.68002,1.64120,2.00631,2.09053,2.30976,2.53071,2.66399,2.86502,2.96308,3.21824,3.27895,3.62864,3.62628,3.99443,3.84209,4.18409,3.88883,4.26051
0.48938,0.52112,0.98304,1.02163,1.41073,1.44442,1.87182,1.83299,2.24595,2.33017,2.59715,2.81810,2.99901,3.20003,3.34549,3.60064,3.70832,4.05800,4.10169,4.46983,4.28816,4.63762,4.31360,4.67921
0.53606,0.56780,1.07618,1.11477,1.55006,1.58375,2.05700,2.01817,2.47654,2.56075,2.87254,3.09349,3.31832,3.51933,3.70732,3.96246,4.11017,4.45984,4.42189,4.78476,4.53826,4.89076,4.55178,4.91287
0.58195,0.61370,1.16759,1.20618,1.68653,1.72022,2.23793,2.19910,2.70113,2.78534,3.13967,3.36062,3.62629,3.82731,4.05330,4.30843,4.41609,4.74866,4.61141,4.95169,4.68092,5.01549,4.68884,5.02844
0.62767,0.66028,1.25856,1.29902,1.82216,1.85891,2.41745,2.38310,2.92347,3.01392,3.40325,3.63268,3.92855,4.14108,4.37533,4.64429,4.60824,4.92534,4.72335,5.04553,4.77816,5.09612,4.78569,5.10843
0.67178,0.70672,1.34594,1.39149,1.95170,1.99691,2.58765,2.56595,3.13213,3.24063,3.64688,3.90176,4.20075,4.44992,4.53470,4.83063,4.69360,5.02373,4.77872,5.11354,4.84056,5.17100,4.84839,5.18379
0.71361,0.75838,1.42814,1.49527,2.07226,2.15337,2.74360,2.77583,3.31873,3.50491,3.85553,4.22180,4.39631,4.80587,4.59998,5.05115,4.71779,5.19813,4.84921,5.33814,4.95019,5.43273,4.96161,5.45141
0.74529,0.81146,1.48664,1.60205,2.15009,2.31458,2.82842,2.99237,3.38990,3.77792,3.88424,4.55273,4.29831,5.07701,4.50134,5.33716,4.73386,5.63260,5.00431,5.92206,5.22475,6.13039,5.25684,6.18285
0.76730,0.86700,1.51880,1.71395,2.17228,2.48379,2.81364,3.21997,3.31708,4.06515,3.74513,4.90106,4.07205,5.39615,4.43288,5.88126,4.88426,6.44356,5.41352,6.99898,5.96595,7.52526,6.01330,7.60268
0.81469,0.91981,1.60802,1.82001,2.28731,2.64358,2.92892,3.43400,3.41273,4.33398,3.81056,5.22529,4.15306,5.77111,4.64609,6.40262,5.25597,7.12028,5.99612,7.86274,6.60740,8.39232,6.65476,8.46975
0.86610,0.96034,1.71012,1.90020,2.43651,2.76244,3.11287,3.59037,3.60735,4.52650,3.99330,5.39654,4.37511,5.95797,4.90880,6.59419,5.54246,7.28161,6.33652,7.98489,6.99947,8.46280,7.04682,8.54023
0.90675,0.99816,1.78669,1.97428,2.53889,2.87088,3.21925,3.73086,3.68932,4.69610,4.05162,5.48007,4.48252,6.07406,5.06670,6.72782,5.78748,7.43654,6.63228,8.08498,7.34528,8.51285,7.39264,8.59028
0.95069,1.00000,1.87116,2.00000,2.65449,2.93798,3.33484,3.83769,3.76790,4.83769,4.10971,5.53490,4.57965,6.15592,5.20311,6.81800,6.06002,7.56465,6.95458,8.16029,7.71711,8.53863,7.76446,8.61606
0.99331,1.00000,1.95238,2.00000,2.76514,2.98383,3.44760,3.92843,3.84326,4.92843,4.16623,5.54258,4.65288,6.17128,5.29010,6.82372,6.19857,7.53235,7.14268,8.08222,7.95469,8.41109,8.00204,8.48851
1.00000,1.00000,2.00000,2.00000,2.84755,3.00000,3.53724,3.98682,3.91102,4.98682,4.21733,5.53790,4.70831,6.16405,5.34247,6.80132,6.28033,7.48087,7.23934,7.98828,8.03149,8.26759,8.07884,8.34501
1.00000,1.00000,2.00000,2.00000,2.87585,3.00000,3.56363,4.00000,3.90707,5.00000,4.22493,5.54646,4.74131,6.19984,5.40185,6.85663,6.36813,7.51672,7.32723,7.98449,8.06965,8.21407,8.11701,8.29149
1.00000,1.00000,1.99975,2.00000,2.89181,3.00000,3.56229,4.00000,3.86543,5.00000,4.20636,5.56729,4.76626,6.24775,5.46854,6.93982,6.46854,7.59035,7.42778,8.02286,8.12037,8.20259,8.16772,8.28002
1.00000,1.00000,2.00000,2.00000,2.91493,3.00000,3.57491,4.00000,3.84496,5.00000,4.20742,5.57752,4.80329,6.26257,5.52925,6.96242,6.52925,7.59336,7.48870,7.98344,8.13139,8.11329,8.17874,8.19071
1.00000,1.00000,1.99933,2.00000,2.92530,3.00000,3.56219,4.00000,3.79088,5.00000,4.17982,5.60456,4.83194,6.31693,5.57443,7.05381,6.57443,7.67513,7.53419,8.02893,8.12696,8.10886,8.17432,8.18629
1.00000,1.00000,2.00000,2.00000,2.94529,3.00000,3.56713,4.00000,3.76102,5.00000,4.17431,5.61949,4.87154,6.34208,5.60681,7.07735,6.60681,7.67903,7.56705,7.99025,8.10990,8.02024,8.15725,8.09767
1.00000,1.00000,1.99862,2.00000,2.94568,3.00000,3.54231,4.00000,3.69625,5.00000,4.13483,5.65188,4.89335,6.41040,5.65188,7.16892,6.65188,7.76785,7.61289,8.05013,8.10579,8.05016,8.15315,8.12759
1.00000,1.00000,2.00000,2.00000,2.96062,3.00000,3.54620,4.00000,3.67248,5.00000,4.13034,5.66376,4.89705,6.43047,5.66376,7.19718,6.66376,7.78130,7.62602,8.02664,8.06896,7.99670,8.11632,8.07413
1.00000,1.00000,1.99921,2.00000,2.96643,3.00000,3.53019,4.00000,3.61928,5.00000,4.10275,5.69036,4.89656,6.48416,5.69036,7.27796,6.69036,7.85403,7.65465,8.06529,8.04763,8.02535,8.09499,8.10278
1.00000,1.00000,2.00000,2.00000,2.98396,3.00000,3.53208,4.00000,3.58783,5.00000,4.09735,5.70608,4.90172,6.51045,5.70608,7.31482,6.70608,7.87250,7.67377,8.04186,8.01679,7.98193,8.06414,8.05936
1.00000,1.00000,2.00000,2.00000,2.99174,3.00000,3.51467,4.00000,3.53009,5.00000,4.06956,5.73496,4.90226,6.56765,5.73496,7.40035,6.73496,7.94849,7.70812,8.08121,8.00118,8.01129,8.04853,8.08872
