1.00000,1.00000,1.99759,2.00000,2.99169,3.00000,3.49466,4.00000,3.47408,5.00000,4.04923,5.76296,4.90610,6.61982,5.76296,7.47628,6.76296,8.00737,7.76296,8.10356,8.02603,8.02365,8.07339,8.10107
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.50103,4.00000,3.46132,5.00000,4.06011,5.76934,4.91472,6.62289,5.76881,7.47209,6.76881,7.98054,7.76881,8.04418,7.99190,7.96427,8.03926,8.04169
1.00000,1.00000,1.99946,2.00000,2.99637,3.00000,3.48525,4.00000,3.41831,5.00000,4.04726,5.79085,4.91905,6.66264,5.79085,7.53443,6.79085,8.02748,7.79085,8.07731,8.00395,8.02739,8.05130,8.10481
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.48795,4.00000,3.40310,5.00000,4.06098,5.79845,4.92971,6.66718,5.79845,7.53575,6.79845,8.00175,7.79845,8.02729,8.00155,7.99736,8.04891,8.07478
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.48105,4.00000,3.37335,5.00000,4.06171,5.81332,4.93752,6.68913,5.81332,7.56055,6.81332,8.00575,7.81332,8.01356,8.00643,8.00361,8.05378,8.08103
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.47842,4.00000,3.35440,5.00000,4.06623,5.82280,4.94452,6.70109,5.82280,7.57503,6.82280,8.00294,7.82280,7.99712,7.99590,7.98716,8.04326,8.06459
1.00000,1.00000,1.99965,2.00000,2.99754,3.00000,3.46727,4.00000,3.32234,5.00000,4.05895,5.83883,4.94889,6.72877,5.83883,7.61857,6.83883,8.03481,7.83883,8.02964,8.00193,8.02967,8.04928,8.10710
1.00000,1.00000,2.00000,2.00000,2.99871,3.00000,3.46778,4.00000,3.30920,5.00000,4.06986,5.84540,4.95763,6.73231,5.84497,7.61542,6.84497,8.01145,7.84497,7.99527,7.99806,7.98530,8.04542,8.06273
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.46413,4.00000,3.28802,5.00000,4.07283,5.85599,4.96441,6.74757,5.85599,7.63551,6.85599,8.01574,7.85599,7.99963,7.99908,7.99965,8.04643,8.07707
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.46231,4.00000,3.27048,5.00000,4.08275,5.86476,4.97376,6.75477,5.86426,7.64098,6.86426,8.00009,7.86426,7.98420,7.99735,7.98421,8.04471,8.06164
1.00000,1.00000,1.99858,2.00000,2.99537,3.00000,3.44869,4.00000,3.23542,5.00000,4.07577,5.88229,4.97903,6.78555,5.88229,7.68819,6.88229,8.03550,7.88229,8.01961,8.00538,8.01962,8.05273,8.09704
1.00000,1.00000,1.99855,2.00000,2.99524,3.00000,3.44312,4.00000,3.21175,5.00000,4.07859,5.89413,4.98636,6.80189,5.89413,7.70966,6.89413,8.04125,7.89413,8.02533,8.00721,8.02533,8.05457,8.10276
0.99724,1.00000,1.99234,2.00000,2.98533,3.00000,3.42758,4.00000,3.17719,5.00000,4.07703,5.91140,4.99422,6.82859,5.91140,7.74577,6.91140,8.06084,7.91140,8.04491,8.01449,8.04490,8.06184,8.12233
1.00000,1.00000,1.99850,2.00000,2.99503,3.00000,3.43470,4.00000,3.16813,5.00000,4.08407,5.91593,5.00000,6.83187,5.91593,7.74780,6.91593,8.04263,7.91593,8.02669,8.00902,8.02668,8.05637,8.10411
1.00000,1.00000,1.99848,2.00000,2.99489,3.00000,3.43195,4.00000,3.14841,5.00000,4.07420,5.92580,5.00000,6.85159,5.92580,7.77739,6.92580,8.05118,7.92580,8.03524,8.00888,8.03522,8.05623,8.11265
1.00000,1.00000,1.99970,2.00000,2.99746,3.00000,3.43611,4.00000,3.13866,5.00000,4.06933,5.93067,5.00000,6.86134,5.93067,7.78740,6.93067,8.03533,7.93067,8.01433,8.00375,8.01431,8.05110,8.09173
1.00000,1.00000,1.99847,2.00000,2.99480,3.00000,3.43085,4.00000,3.11559,5.00000,4.05779,5.94221,5.00000,6.88441,5.94221,7.82197,6.94221,8.04845,7.94221,8.02740,8.00529,8.02737,8.05264,8.10480
1.00000,1.00000,1.99846,2.00000,2.99480,3.00000,3.42825,4.00000,3.09538,5.00000,4.04769,5.95231,5.00000,6.90462,5.95231,7.85224,6.95231,8.05723,7.95231,8.03616,8.00539,8.03613,8.05274,8.11356
1.00000,1.00000,1.99848,2.00000,2.99482,3.00000,3.42860,4.00000,3.08041,5.00000,4.04020,5.95980,5.00000,6.91959,5.95980,7.86979,6.95980,8.04873,7.95980,8.02257,8.01287,8.02254,8.06023,8.09997
1.00000,1.00000,1.99847,2.00000,2.99484,3.00000,3.42603,4.00000,3.06004,5.00000,4.03002,5.96998,5.00000,6.93996,5.96998,7.90021,6.96998,8.05765,7.96998,8.03144,8.01305,8.03141,8.06041,8.10883
1.00000,1.00000,2.00000,2.00000,3.00000,3.00000,3.43286,4.00000,3.05302,5.00000,4.02651,5.97349,5.00000,6.94698,5.97349,7.90579,6.97349,8.03715,7.97349,8.00591,8.00656,8.00587,8.05391,8.08329
1.00000,1.00000,1.99847,2.00000,2.99481,3.00000,3.42508,4.00000,3.02713,5.00000,4.01357,5.98643,5.00000,6.97287,5.98643,7.94437,6.98643,8.05423,7.98643,8.02289,8.00951,8.02285,8.05686,8.10028
1.00000,1.00000,1.99847,2.00000,2.99482,3.00000,3.42250,4.00000,3.00683,5.00000,4.00341,5.99659,5.00000,6.99317,5.99659,7.97465,6.99659,8.06300,7.99659,8.03164,8.00966,8.03159,8.05701,8.10902
1.00000,1.00000,1.99858,2.00000,2.99523,3.00000,3.42443,4.00000,2.99579,5.00000,3.99579,6.00000,4.99579,7.00000,5.99579,7.98483,6.99579,8.05168,7.99579,8.02030,7.99885,8.02024,8.04621,8.09767
1.00000,1.00000,1.99874,2.00000,2.99579,3.00000,3.43213,4.00000,2.99761,5.00000,3.99761,6.00000,4.99761,7.00000,5.99761,7.98485,6.99761,8.03020,7.99761,7.99881,8.00068,7.99876,8.04803,8.07619
0.99785,1.00000,1.99415,2.00000,2.98885,3.00000,3.43147,4.00000,2.99109,5.00000,3.98951,6.00000,4.98951,7.00000,5.98951,7.99869,6.98951,8.03497,7.98951,8.01359,8.00258,8.02353,8.04993,8.10096
0.99872,1.00000,1.99616,2.00000,2.99231,3.00000,3.43956,4.00000,2.99355,5.00000,3.98914,6.00000,4.98914,7.00000,5.98914,8.00000,6.98914,8.02756,7.98914,8.00617,7.99221,8.01610,8.03956,8.09353
0.99883,1.00000,1.99654,2.00000,2.99313,3.00000,3.44581,4.00000,2.99667,5.00000,3.99300,6.00000,4.99300,7.00000,5.99300,8.00000,6.99300,8.02732,7.99300,8.00592,7.99607,8.01585,8.04342,8.09327
0.99825,1.00000,1.99537,2.00000,2.99140,3.00000,3.44834,4.00000,2.99541,5.00000,3.99193,6.00000,4.99193,7.00000,5.99193,8.00000,6.99193,8.02725,7.99193,8.00584,8.00499,8.01576,8.05235,8.09319
0.99885,1.00000,1.99662,2.00000,2.99331,3.00000,3.45362,4.00000,2.99608,5.00000,3.99251,6.00000,4.99251,7.00000,5.99251,8.00000,6.99251,8.02722,7.99251,8.00581,7.99558,8.01572,8.04293,8.09314
0.99826,1.00000,1.99541,2.00000,2.99148,3.00000,3.45592,4.00000,2.99460,5.00000,3.99114,6.00000,4.99114,7.00000,5.99114,8.00000,6.99114,8.02721,7.99114,8.00578,8.00421,8.01569,8.05156,8.09311
0.99827,1.00000,1.99545,2.00000,2.99154,3.00000,3.46074,4.00000,2.99627,5.00000,3.99287,6.00000,4.99287,7.00000,5.99287,8.00000,6.99287,8.02720,7.99287,8.00577,8.00594,8.01567,8.05329,8.09309
0.99886,1.00000,1.99663,2.00000,2.99335,3.00000,3.46586,4.00000,2.99680,5.00000,3.99326,6.00000,4.99326,7.00000,5.99326,8.00000,6.99326,8.02719,7.99326,8.00576,7.99633,8.01565,8.04368,8.09307
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.46811,4.00000,2.99526,5.00000,3.99182,6.00000,4.99182,7.00000,5.99182,8.00000,6.99182,8.02718,7.99182,8.00574,8.00488,8.01563,8.05224,8.09305
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.47329,4.00000,2.99584,5.00000,3.99229,6.00000,4.99229,7.00000,5.99229,8.00000,6.99229,8.02717,7.99229,8.00573,7.99535,8.01560,8.04271,8.09303
0.99887,1.00000,1.99668,2.00000,2.99342,3.00000,3.47815,4.00000,2.99756,5.00000,3.99411,6.00000,4.99411,7.00000,5.99411,8.00000,6.99411,8.02717,7.99411,8.00571,7.99718,8.01558,8.04453,8.09301
0.99827,1.00000,1.99543,2.00000,2.99153,3.00000,3.48032,4.00000,2.99595,5.00000,3.99253,6.00000,4.99253,7.00000,5.99253,8.00000,6.99253,8.02716,7.99253,8.00570,8.00560,8.01556,8.05295,8.09299
0.99885,1.00000,1.99663,2.00000,2.99334,3.00000,3.48547,4.00000,2.99650,5.00000,3.99295,6.00000,4.99295,7.00000,5.99295,8.00000,6.99295,8.02715,7.99295,8.00569,7.99602,8.01554,8.04337,8.09297
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.48772,4.00000,2.99497,5.00000,3.99152,6.00000,4.99152,7.00000,5.99152,8.00000,6.99152,8.02715,7.99152,8.00568,8.00458,8.01552,8.05194,8.09295
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.49290,4.00000,2.99555,5.00000,3.99199,6.00000,4.99199,7.00000,5.99199,8.00000,6.99199,8.02714,7.99199,8.00566,7.99505,8.01550,8.04241,8.09293
0.99886,1.00000,1.99665,2.00000,2.99337,3.00000,3.49768,4.00000,2.99718,5.00000,3.99367,6.00000,4.99367,7.00000,5.99367,8.00000,6.99367,8.02713,7.99367,8.00565,7.99674,8.01548,8.04409,8.09291
0.99826,1.00000,1.99542,2.00000,2.99150,3.00000,3.49990,4.00000,2.99562,5.00000,3.99218,6.00000,4.99218,7.00000,5.99218,8.00000,6.99218,8.02713,7.99218,8.00564,8.00525,8.01547,8.05260,8.09289
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.50506,4.00000,2.99619,5.00000,3.99263,6.00000,4.99263,7.00000,5.99263,8.00000,6.99263,8.02712,7.99263,8.00562,7.99570,8.01544,8.04305,8.09287
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.50732,4.00000,2.99466,5.00000,3.99121,6.00000,4.99121,7.00000,5.99121,8.00000,6.99121,8.02711,7.99121,8.00561,8.00428,8.01542,8.05163,8.09285
0.99827,1.00000,1.99545,2.00000,2.99155,3.00000,3.51212,4.00000,2.99632,5.00000,3.99292,6.00000,4.99292,7.00000,5.99292,8.00000,6.99292,8.02711,7.99292,8.00560,8.00598,8.01540,8.05334,8.09283
0.99886,1.00000,1.99663,2.00000,2.99335,3.00000,3.51724,4.00000,2.99684,5.00000,3.99330,6.00000,4.99330,7.00000,5.99330,8.00000,6.99330,8.02710,7.99330,8.00559,7.99637,8.01539,8.04372,8.09281
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.51948,4.00000,2.99530,5.00000,3.99186,6.00000,4.99186,7.00000,5.99186,8.00000,6.99186,8.02709,7.99186,8.00558,8.00492,8.01537,8.05227,8.09279
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.52466,4.00000,2.99588,5.00000,3.99232,6.00000,4.99232,7.00000,5.99232,8.00000,6.99232,8.02709,7.99232,8.00556,7.99538,8.01534,8.04274,8.09277
0.99887,1.00000,1.99668,2.00000,2.99342,3.00000,3.52952,4.00000,2.99759,5.00000,3.99414,6.00000,4.99414,7.00000,5.99414,8.00000,6.99414,8.02708,7.99414,8.00555,7.99721,8.01532,8.04456,8.09275
0.99827,1.00000,1.99543,2.00000,2.99152,3.00000,3.53169,4.00000,2.99598,5.00000,3.99257,6.00000,4.99257,7.00000,5.99257,8.00000,6.99257,8.02707,7.99257,8.00554,8.00563,8.01531,8.05298,8.09273
0.99885,1.00000,1.99663,2.00000,2.99334,3.00000,3.53683,4.00000,2.99652,5.00000,3.99298,6.00000,4.99298,7.00000,5.99298,8.00000,6.99298,8.02707,7.99298,8.00552,7.99604,8.01529,8.04339,8.09271
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.53907,4.00000,2.99499,5.00000,3.99154,6.00000,4.99154,7.00000,5.99154,8.00000,6.99154,8.02706,7.99154,8.00551,8.00460,8.01527,8.05196,8.09269
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.54425,4.00000,2.99557,5.00000,3.99201,6.00000,4.99201,7.00000,5.99201,8.00000,6.99201,8.02705,7.99201,8.00549,7.99507,8.01524,8.04243,8.09267
0.99886,1.00000,1.99665,2.00000,2.99337,3.00000,3.54903,4.00000,2.99720,5.00000,3.99369,6.00000,4.99369,7.00000,5.99369,8.00000,6.99369,8.02705,7.99369,8.00548,7.99675,8.01523,8.04410,8.09265
0.99826,1.00000,1.99542,2.00000,2.99150,3.00000,3.55124,4.00000,2.99564,5.00000,3.99220,6.00000,4.99220,7.00000,5.99220,8.00000,6.99220,8.02704,7.99220,8.00547,8.00526,8.01521,8.05261,8.09264
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.55641,4.00000,2.99620,5.00000,3.99265,6.00000,4.99265,7.00000,5.99265,8.00000,6.99265,8.02703,7.99265,8.00546,7.99571,8.01519,8.04306,8.09262
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.55866,4.00000,2.99467,5.00000,3.99122,6.00000,4.99122,7.00000,5.99122,8.00000,6.99122,8.02703,7.99122,8.00544,8.00428,8.01517,8.05164,8.09259
0.99827,1.00000,1.99545,2.00000,2.99155,3.00000,3.56346,4.00000,2.99633,5.00000,3.99293,6.00000,4.99293,7.00000,5.99293,8.00000,6.99293,8.02702,7.99293,8.00543,8.00599,8.01515,8.05334,8.09258
0.99886,1.00000,1.99663,2.00000,2.99335,3.00000,3.56858,4.00000,2.99685,5.00000,3.99331,6.00000,4.99331,7.00000,5.99331,8.00000,6.99331,8.02701,7.99331,8.00542,7.99637,8.01513,8.04372,8.09256
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.57081,4.00000,2.99531,5.00000,3.99186,6.00000,4.99186,7.00000,5.99186,8.00000,6.99186,8.02701,7.99186,8.00541,8.00492,8.01511,8.05227,8.09254
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.57599,4.00000,2.99588,5.00000,3.99232,6.00000,4.99232,7.00000,5.99232,8.00000,6.99232,8.02700,7.99232,8.00539,7.99538,8.01509,8.04274,8.09252
0.99887,1.00000,1.99668,2.00000,2.99342,3.00000,3.58084,4.00000,2.99759,5.00000,3.99414,6.00000,4.99414,7.00000,5.99414,8.00000,6.99414,8.02699,7.99414,8.00538,7.99720,8.01507,8.04455,8.09249
0.99827,1.00000,1.99543,2.00000,2.99152,3.00000,3.58301,4.00000,2.99598,5.00000,3.99256,6.00000,4.99256,7.00000,5.99256,8.00000,6.99256,8.02699,7.99256,8.00537,8.00562,8.01505,8.05297,8.09248
0.99885,1.00000,1.99663,2.00000,2.99334,3.00000,3.58815,4.00000,2.99652,5.00000,3.99297,6.00000,4.99297,7.00000,5.99297,8.00000,6.99297,8.02698,7.99297,8.00536,7.99603,8.01503,8.04338,8.09246
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.59039,4.00000,2.99498,5.00000,3.99154,6.00000,4.99154,7.00000,5.99154,8.00000,6.99154,8.02697,7.99154,8.00535,8.00459,8.01501,8.05195,8.09244
0.99885,1.00000,1.99662,2.00000,2.99333,3.00000,3.59557,4.00000,2.99556,5.00000,3.99200,6.00000,4.99200,7.00000,5.99200,8.00000,6.99200,8.02697,7.99200,8.00533,7.99506,8.01499,8.04241,8.09241
0.99886,1.00000,1.99665,2.00000,2.99337,3.00000,3.60034,4.00000,2.99719,5.00000,3.99368,6.00000,4.99368,7.00000,5.99368,8.00000,6.99368,8.02696,7.99368,8.00532,7.99674,8.01497,8.04409,8.09240
0.99826,1.00000,1.99542,2.00000,2.99150,3.00000,3.60255,4.00000,2.99562,5.00000,3.99219,6.00000,4.99219,7.00000,5.99219,8.00000,6.99219,8.02695,7.99219,8.00531,8.00524,8.01495,8.05260,8.09238
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.60771,4.00000,2.99618,5.00000,3.99263,6.00000,4.99263,7.00000,5.99263,8.00000,6.99263,8.02695,7.99263,8.00529,7.99569,8.01493,8.04304,8.09236
0.99826,1.00000,1.99541,2.00000,2.99148,3.00000,3.60996,4.00000,2.99466,5.00000,3.99121,6.00000,4.99121,7.00000,5.99121,8.00000,6.99121,8.02694,7.99121,8.00528,8.00426,8.01491,8.05161,8.09234
0.99827,1.00000,1.99545,2.00000,2.99155,3.00000,3.61476,4.00000,2.99631,5.00000,3.99291,6.00000,4.99291,7.00000,5.99291,8.00000,6.99291,8.02693,7.99291,8.00527,8.00596,8.01490,8.05332,8.09232
0.99885,1.00000,1.99663,2.00000,2.99334,3.00000,3.61987,4.00000,2.99682,5.00000,3.99329,6.00000,4.99329,7.00000,5.99329,8.00000,6.99329,8.02693,7.99329,8.00526,7.99634,8.01488,8.04369,8.09230
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.62211,4.00000,2.99528,5.00000,3.99183,6.00000,4.99183,7.00000,5.99183,8.00000,6.99183,8.02692,7.99183,8.00525,8.00489,8.01486,8.05224,8.09229
0.99885,1.00000,1.99662,2.00000,2.99333,3.00000,3.62728,4.00000,2.99585,5.00000,3.99229,6.00000,4.99229,7.00000,5.99229,8.00000,6.99229,8.02691,7.99229,8.00523,7.99535,8.01484,8.04270,8.09226
0.99887,1.00000,1.99668,2.00000,2.99342,3.00000,3.63213,4.00000,2.99756,5.00000,3.99411,6.00000,4.99411,7.00000,5.99411,8.00000,6.99411,8.02691,7.99411,8.00522,7.99717,8.01481,8.04452,8.09224
0.99827,1.00000,1.99543,2.00000,2.99152,3.00000,3.63430,4.00000,2.99594,5.00000,3.99253,6.00000,4.99253,7.00000,5.99253,8.00000,6.99253,8.02690,7.99253,8.00521,8.00558,8.01480,8.05294,8.09223
0.99885,1.00000,1.99663,2.00000,2.99334,3.00000,3.63943,4.00000,2.99648,5.00000,3.99294,6.00000,4.99294,7.00000,5.99294,8.00000,6.99294,8.02690,7.99294,8.00519,7.99599,8.01478,8.04335,8.09221
0.99826,1.00000,1.99541,2.00000,2.99149,3.00000,3.64167,4.00000,2.99495,5.00000,3.99150,6.00000,4.99150,7.00000,5.99150,8.00000,6.99150,8.02689,7.99150,8.00518,8.00455,8.01476,8.05190,8.09219
0.99885,1.00000,1.99662,2.00000,2.99333,3.00000,3.64685,4.00000,2.99552,5.00000,3.99196,6.00000,4.99196,7.00000,5.99196,8.00000,6.99196,8.02688,7.99196,8.00517,7.99502,8.01474,8.04237,8.09216
0.99886,1.00000,1.99665,2.00000,2.99337,3.00000,3.65162,4.00000,2.99715,5.00000,3.99363,6.00000,4.99363,7.00000,5.99363,8.00000,6.99363,8.02688,7.99363,8.00516,7.99669,8.01472,8.04404,8.09215
0.99826,1.00000,1.99542,2.00000,2.99150,3.00000,3.65383,4.00000,2.99558,5.00000,3.99214,6.00000,4.99214,7.00000,5.99214,8.00000,6.99214,8.02687,7.99214,8.00515,8.00519,8.01470,8.05255,8.09213
0.99885,1.00000,1.99663,2.00000,2.99333,3.00000,3.65899,4.00000,2.99614,5.00000,3.99258,6.00000,4.99258,7.00000,5.99258,8.00000,6.99258,8.02686,7.99258,8.00513,7.99564,8.01468,8.04299,8.09211
0.99826,1.00000,1.99541,2.00000,2.99148,3.00000,3.66123,4.00000,2.99461,5.00000,3.99116,6.00000,4.99116,7.00000,5.99116,8.00000,6.99116,8.02686,7.99116,8.00512,8.00421,8.01466,8.05156,8.09209
