states: TEMP[$r1],states: TEMP[$r2],states: TEMP[$r3],states: TEMP[$r4],states: TEMP[$r5],states: TEMP[$r6]
24.09964254705434,24.387282364366968,23.613877254168486,23.462562351054903,23.750585262741748,24.0339289501393
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.716010867319397,24.438357282892134,24.191902090183195,23.32216554186988,23.349801434142407,23.16641767534481
23.577660774522638,24.3309729043988,24.039861097903316,24.21498089927238,24.81407311672908,24.46369692428318
23.44945880688337,24.23672662604596,23.9016952970511,24.068896887447593,24.709547087897583,24.31498760200191
23.383252680350957,24.14233476224729,23.765102933924126,23.92467774679349,24.60504550069658,24.16812848640768
23.71422417314408,24.048331810218492,23.630057238758642,23.782791748646137,24.500597337095215,24.023084710695986
23.57650894829232,23.95802876405748,23.49653630250692,23.646488392777137,24.396238739223996,23.87982233448706
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.147400744882077,24.195989997030825,23.456422299754696,23.78771733228954,23.045510925209662,23.89097195268064
23.404897453341707,24.082776426038997,25.100344446427876,23.634436457345263,24.03395927422012,23.737577334954285
23.695673888796552,23.99718300584186,24.92644259114376,23.49553014733158,23.94085463205356,23.610113789528583
23.555621657552255,23.914462462842582,24.755293955294146,23.93112278900311,23.847726482657738,23.48374455311959
23.422157220652213,23.830957528341287,24.58685990034138,23.784194367541236,23.759396111782728,23.902724990849705
23.92007851449487,23.746810215853756,24.42560777809658,23.63924391699014,23.67539729067895,23.764393660980694
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.36276229306311,22.706799835800837,22.15662492961717,22.41565466404162,22.955644470788595,23.522543954995868
22.43962402605715,22.677005985243227,23.291058947983913,23.225399892818494,23.527088520437918,23.367163284504564
23.992552942369784,22.82290091483365,23.747687119420355,23.094649602300905,23.431613413862284,25.01187192709812
23.831643130471694,23.820991340957313,23.609130874368216,24.535269384033576,24.714492508105536,24.83493193344063
23.695246263323916,23.740379249160277,23.48102578513486,24.38213120747918,24.614591222714168,24.67213577586123
23.560453479021852,23.65924959155046,25.166647031102507,24.231011853001394,24.514507298941854,24.511679048430253
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.71080085511997,23.218940568336944,23.919701356526957,23.54872059596987,23.979316734934226,22.76671078306101
23.56431259255378,23.42098135027056,23.761256228295718,23.41414031036694,23.87191618652893,24.01649639905868
23.42220129929467,25.23180162338495,23.619035828594928,24.625132279514744,23.778848956197372,23.869259908790067
23.37932034967667,25.095975206688227,23.494382283326726,24.45844487853148,23.712644874746953,23.723896971871927
25.32650203477882,24.962445544043806,24.882172826243345,24.295189253356586,23.64477736455354,23.58072904788004
25.15868800093479,24.86031455600557,24.719976030492624,24.151846028211526,23.57536443728858,23.45228881384814
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.507230859194607,22.787735290667356,23.831563620345367,22.398402278102022,23.436170761881858,23.731466653894746
23.352864535309493,22.943601109141095,23.679860000603558,24.006091263257,24.4779750362313,23.588607496301464
25.058757844048,22.9569115914241,23.532215384799862,23.860772966372522,24.363357481921568,23.45688613472557
24.877583396507553,23.94219980839055,23.387428923538614,23.732499631422986,24.250123983049203,24.94020187198401
24.70826882422195,23.86079886690414,25.291822802002745,23.605113348350987,24.15993178617723,24.768947055789322
24.54162359205163,23.795649097416735,25.119679465889703,23.478881859991006,24.069391078451225,24.61727034777964
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.7967987543953,23.716183185377584,22.298033776895323,23.791250785066264,22.78489341983122,24.28823207649009
23.65423573658662,23.611550177093882,22.290423594434678,23.64111773065705,23.408899885978027,24.112667092804216
23.51326224684427,23.514135560868027,22.322260260030898,23.49890641994256,24.65799563147846,23.946810749599212
23.373963059006122,23.429264809077182,22.447442613892438,24.519043504666662,24.541265374081508,23.795948018757645
24.97185794102467,25.330103325616896,24.467548400066345,24.361070317008366,24.434719633912305,23.64908443900228
24.816892254165698,25.21665531314973,24.319782558519776,24.219638923960748,24.344803462699442,23.521991765353086
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
24.042975812887438,22.37390854996302,22.600998019043907,24.000173938868144,24.334790517128333,23.859318277539266
23.88455733850042,23.585669497125558,24.488355385073092,23.85956746196025,24.222106653187826,23.71036343519645
23.739190632469356,23.516075820146728,24.3260214046895,23.720363425902438,24.120629156894726,23.58007657105705
23.59586953679921,23.445247127384256,24.16624920053574,23.58272745993093,24.019497127550984,23.450984165032306
23.454543555839358,24.61269509988344,24.008971721708594,23.44663865453148,23.91871249858458,24.412879901269722
25.014635980135733,24.50090027614652,23.873534541465375,23.983695540155296,23.837687846801185,24.257775189009934
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.744345783763464,23.920297379448414,23.215710216326407,23.59132221009455,24.14485736601173,24.29361875228528
23.603183608890816,23.827829031058165,23.821401775245782,23.45729155378813,24.051207559505766,24.136893827130667
23.463810040616337,23.741340981701285,23.68200879450033,24.23445144177058,23.95729077670435,23.988517294838736
24.348371129100244,23.65444998945496,23.54428863444805,24.079771775618813,23.87082802091826,23.84206048671235
24.19333414565554,23.575777492155048,23.40821037189403,23.935771045212228,23.783833664029448,23.697549466998932
24.040478973423824,23.49641259703836,24.248778935595585,23.793503405990535,23.696498012064914,23.554942816595197
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.777227642797467,22.664308299457712,23.751098055521712,22.993605063250996,23.006199867545533,23.34070467763986
24.412056266370463,23.500853819066183,23.59720498513498,23.644996308107576,23.012975053661457,24.75285887283871
24.250457718826848,23.42080410643009,23.46605871107963,23.505699790250873,23.283526683741936,24.577921340015173
24.091239581538073,24.52811744046884,24.44271667468366,23.370938728234496,24.416273735483863,24.408701183409125
23.944272352174714,24.4320323537184,24.29524441647942,23.754529523396492,24.318329825850928,24.261466176842575
23.80352827531279,24.335680064285576,24.14958491422161,23.619360335208256,24.224615585909397,24.116020280506717
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.931761647588104,24.039629402813127,22.887656775409162,22.807602557910023,22.933421300123367,24.30604230127154
23.78018228768819,23.932164648334556,24.530447546789365,23.927928770047895,22.896420332380348,24.13616476697203
23.6409908190995,23.840176587797917,24.373453220385947,23.775027313495137,24.49905887737818,23.984092708491882
23.50338338236289,23.761950260403097,24.218513453574143,23.63830305801018,24.392624092541652,23.84802789502294
23.3675682177673,23.682843655836155,24.065822817015867,23.503105644832036,24.286590266428362,23.713328314807683
23.81818804757839,23.602921302434705,23.915326780911446,23.369413589366165,24.180961634064776,23.5799804989716
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
24.14959494880347,22.935299102947813,23.40859363467098,23.719064333171826,24.20391986426116,23.10518315663368
23.990735608979374,23.409325972396243,24.413327034536948,23.58557632293768,24.09137692344261,23.852720541136446
23.838851054956653,25.396558628756598,24.252663697291986,23.45330287729803,23.991418251555615,23.717011810027515
23.70637982128428,25.26610727997299,24.111613667164875,25.15310994623512,23.908910375495186,23.582665310381778
23.590436323656736,25.136765626340036,23.972030166168746,24.976125126358408,23.840939280732545,23.449954434946086
23.474959467333996,25.008770081938227,23.833897881102153,24.802216664562735,23.77143363810669,25.08305038477186
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
24.361816748480834,22.4092726355501,23.044507754151454,23.798439135406795,23.85382422687678,23.629506789413437
24.193708702080453,23.54902196500503,23.591658748380983,23.661735124383558,23.7528690411233,23.48622448328103
24.038337180375347,23.471766999361826,23.450503022210945,23.5263489200461,23.66223339669378,23.525949964922354
23.88523978229814,24.952312706489348,25.122436864001354,23.392438338395475,23.572989152083185,23.387151154743375
23.747351255008166,24.839891816064746,24.952285602844924,25.208962092118455,23.496599092744155,24.11833358255888
23.62725443197719,24.72778049640103,24.791721710259367,25.02742829053414,23.942885648360857,23.975242684642986
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.137419604382703,22.872395124350934,23.0475495968851,23.602631571275666,23.23528351927705,23.85465229553738
22.943389728681822,24.200150038386067,23.011808748345448,23.447335566804192,24.307459669693934,23.70037766797578
24.085671776056,24.09191750090918,23.249142379325246,23.992952967093988,24.204917082292383,23.558757569689238
23.940397994121234,23.997709505986382,24.072997418593896,23.851808057395484,24.108043657118184,23.42194875349206
23.796946109385843,23.911293076172917,23.922510262980335,23.71232090299447,24.01109617880719,24.988988773809353
23.65534742094698,23.824319772135624,23.78828057363174,23.574462898547264,23.928354446160938,24.818930578172964
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.596588389819576,22.46759089751534,23.493317744564536,23.78404610061753,22.53566879441027,23.09877626933164
23.44877420881913,24.033655408695996,24.225560253344113,23.630355376615864,23.723576459363656,24.673456869707106
24.406337733552455,23.94008626818697,24.081828890733302,23.489334460918016,23.647526925467034,24.511745069664382
24.247251194483734,23.8555893518874,23.939713191185884,24.261253564707776,23.570551424035934,24.352413006943543
24.09803605226568,23.770581483055132,23.799266513155676,24.109181774947842,23.5003821580643,24.195404456681235
23.950731057221287,23.685231517738707,23.660460497206717,23.95924198464466,23.429121613247162,24.040729537881994
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.8994984677636,23.653008292090345,24.2068385924216,22.3189351796171,22.70327301418755,22.86899067593756
22.987622856423954,23.558098533582296,24.04538549547752,22.408313700509222,24.23821066196761,23.471419481867866
23.579258282923448,23.478334779523426,23.892366231661544,22.847376781408542,24.121915176414117,23.633816878249696
23.432512694813415,24.293554744199337,23.744020458193468,24.737760041331445,24.01360139747769,23.49972190877924
23.632856798178157,24.190132279697146,23.605213897536167,24.57018182435753,23.930101659592427,25.316586896623534
23.505003769926056,24.0897587489175,23.48430077875717,24.407941326496307,23.86209349106915,25.1346784091667
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.959531292608222,23.363461241487155,23.377452543539082,23.181573117354855,22.510419666409344,24.269518420425275
23.804710451520233,24.63343801830889,23.816912179615013,24.200763444575653,22.83009075750924,24.101148646642937
23.6729977957026,24.513240691808775,23.68405164714547,24.04040857328174,23.99702940362519,23.94348959177931
23.542377221981933,24.40431924391036,23.552335554530956,23.892856493346926,23.91376505856915,23.798553559083146
23.4130209463033,24.295921582830513,23.42193408948999,23.747364541170608,23.829757644625037,23.65560039859119
24.530567499272028,24.18804663903721,23.310274497182423,23.60388341116869,23.74506843925211,23.514583235995502
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.678651654563517,23.038249809846228,22.245318801386652,22.99965488902303,24.025742083562665,24.207220593800013
23.52691930688317,23.606078457799896,23.237069507281618,23.775798527666886,23.92281368755691,24.043666398211048
23.390338091478643,23.519945193507997,23.741197294490267,23.633301549295894,23.832938621351406,23.891778279047955
23.880923809282148,23.438817522938542,23.599284643884214,23.492628294056562,23.742701164616275,23.747297685663096
23.73137013355705,24.621203946634772,23.459187566354743,24.49175942226554,23.652231282410835,23.604645023503124
23.603890397736503,24.504647898155124,23.346510317158387,24.330066532443777,23.58157912477219,23.46378588308911
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
24.3282451874411,22.290665884361104,23.210497405705862,23.869743495539133,22.729515680740764,23.673744715545634
24.160617213850657,22.259122919874276,23.085619454766107,23.721533599244317,24.29648476106429,23.521324389298687
23.99585661156595,22.714042367481316,24.911046307247574,23.588844511554953,24.178902786517842,23.384890768459286
23.83807190296506,24.75735540132707,24.727728919129174,23.457258014050574,24.066543554834954,25.23595671087361
23.700327225620157,24.65145758151001,24.581638579461856,25.216059719177547,23.989052153131787,25.066639275477645
23.57994384829203,24.545858015072938,24.437059215263268,25.0380529921469,23.926345578147796,24.89986796711703
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.974836327720105,23.39535817569291,23.91962333319495,23.834725479430666,22.62232888410617,22.793208549303493
23.677299570592567,24.78496244437798,23.762871198267966,23.675255880169047,23.981467027264756,24.47252537896781
23.545788380312946,24.66811268295888,23.635775492674288,23.53711914660512,23.90231904685869,24.314339515769962
23.41557707315533,24.552099852615132,23.50969760754197,23.400824230722044,23.82220133785547,24.15855437870956
24.251438699788064,24.436909032375517,23.384638017606605,23.303785472162954,23.74118653323121,24.00510784964231
24.09897993785224,24.33056615220233,24.38477413688886,24.986562423292938,23.659656140352574,23.853940037314857
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.672353902359404,24.385456446223568,22.386352286452187,22.449024816276815,22.91510012336142,23.4079418020534
24.6317739188788,24.252359318213855,22.521778878066506,22.339302774962302,23.826482748709054,23.790114260240326
24.45983532385113,24.14847338573346,23.528960575761612,22.285572094273377,23.730919965757035,23.638065548269697
24.291060824625898,24.05399789130737,23.395698385217848,24.07364331308211,23.635762975396098,23.49757326246283
24.140794792354512,23.959164808747683,23.566425971646844,23.92736571680411,23.55652216963874,23.78135892177821
23.99243268234988,23.866805432921318,23.43180465972292,23.782984875945615,23.480113263898613,23.635993934367615
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.770542708521553,23.84868895249466,23.635465729772566,23.044544383552438,22.86479033569767,24.067812670567097
23.62354510328753,23.751507412512463,23.500512989918587,23.867812624861713,23.67587937483576,23.90979884948333
23.486426283200867,23.661772284771796,23.366948016322755,23.721666875073634,23.594584135095953,23.761534440817655
24.114204930099465,23.571908221161173,23.48256234766665,23.577506887021066,23.512628160879732,23.615340582683185
23.96039263594631,23.490364384571937,24.910433792406767,23.441649587596388,23.43006482827612,23.473234342580362
23.808774194153276,24.462100328403025,24.73433790178911,24.66322848569759,23.808627639748106,24.561805117180654
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.5314685414981,22.527282255939006,23.432712633371434,23.381101392680417,24.402822499252075,22.75320791354691
23.382489745301747,24.34756490459921,25.242391655273973,23.92693732902281,24.27491422583517,23.853409687918074
24.024646658991035,24.256701798217243,25.06796249418886,23.78223503583898,24.17988908895732,23.726121359637784
23.88057929253028,24.171784019040764,24.89625783055148,23.645860463013577,24.08480970654152,23.5999023790901
23.738419577471088,24.0860961586926,24.72726516953196,23.51104442178153,23.989805627054967,23.47474715077707
23.59812440581173,23.99970140685061,24.56091633332098,23.37776285000202,23.894889932303258,23.769003975614357
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
23.336801523058963,23.007919927275537,23.03079571438656,23.883288712680358,24.097688751581156,23.790381826962253
24.728020340124193,23.427528944973815,23.755575570484872,23.73786548807631,23.99614923198523,23.64482800410151
24.558356430708876,25.178039997698065,23.61046043124579,23.606976654091902,23.898854755461954,23.508258314848618
24.40660770409075,25.05429017791514,23.48257384345332,23.47727173027635,23.81695950240909,23.373225047788665
24.25669864436498,24.931394785271568,25.018945996748535,23.60943407103191,23.734386075925308,25.16412221164869
24.110770690970504,24.82320562087382,24.866123586390877,23.475780764767872,23.66939443661891,24.99633429632595
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
22.257774899098102,22.35470900039882,22.257774899098102,22.257774899098102,22.35470900039882,22.257774899098102
22.55325115546808,22.90949088818158,22.673127657238762,23.08457584470133,23.10290776043774,22.972191293781968
24.54018662444999,23.500673831466205,23.055866495311566,24.180071304637313,23.14704335939755,23.893731144946738
24.379708807239133,23.418303578225878,24.7053430352186,24.029025530944445,25.165273994368995,23.737772811836326
24.2214649662937,24.527396299301877,24.536192030260302,23.897394514422835,25.03456836472002,23.616440120107985
24.075487572910838,24.438350376292643,24.379677332967354,23.766783476701523,24.91508169443779,23.49576832860501
23.931481199474568,24.348570648702797,24.22549089162881,23.637361567556994,24.796492909666604,23.610898064149684
13.76,13.7725,13.76,13.76,13.7725,13.76
17.012034166666666,17.046821666666666,17.012034166666666,17.012034166666666,17.046821666666666,17.012034166666666
19.824822945729167,19.888561414999998,19.824822945729167,19.824822945729167,19.888561414999998,19.824822945729167
